event_date,member_id,campaign_product,campaign_cosa,converted_product,converted_cosa,campaign_nm,conversion_channel_nm,quote_start_qty,quote_complete_qty,app_start_qty,app_complete_qty,prod_acq_qty,impression_qty,click_qty,campaign_funding_source
2025-02-15,OTUyMTE4MTg=,Credit Card,P&C,Credit Card,Bank,Bank_Deposits_Campaign_1,Offline,40,35,26,17,Paid Search,129,71,Bank Credit Card
2025-03-14,MjQ1NDg3ODk=,Credit Card,P&C,Consumer Loans,P&C,Bank_Consumer Loans_Campaign_1,Offline,43,34,28,14,Paid Display,115,77,Bank Consumer Loans
2025-04-05,MzQxOTk3MDY=,Credit Card,P&C,Renters,P&C,P&C_Auto Insurance_Campaign_2,Internet,43,34,25,11,Direct Mail,146,76,Bank Homeowners
2025-04-25,Njc0NTQzODg=,Renters,P&C,Deposits,Bank,Bank_Deposits_Campaign_2,Internet,45,34,29,12,Email,170,77,P&C Credit Card
2025-03-20,NTA3MjQ2OTQ=,Homeowners,P&C,Deposits,P&C,P&C_Renters_Campaign_2,Mobile,40,35,21,13,Paid Display,150,67,Bank Homeowners
2025-02-26,MzY5MTMxMzM=,Credit Card,P&C,Deposits,Bank,P&C_Auto Insurance_Campaign_1,Mobile,47,37,24,19,Paid Display,91,79,P&C Deposits
2025-03-13,MzAxNzIwMDc=,Deposits,P&C,Renters,P&C,P&C_Renters_Campaign_1,Offline,48,33,21,17,Paid Search,176,60,P&C Deposits
2025-03-16,MjUzMzM3Mzc=,Credit Card,Bank,Deposits,Bank,P&C_Homeowners_Campaign_1,Mobile,48,38,22,11,Paid Display,98,60,Bank Consumer Loans
2025-05-02,NjQxNTA2NDg=,Auto Insurance,Bank,Auto Insurance,P&C,P&C_Auto Insurance_Campaign_2,Offline,43,32,26,17,Paid Search,133,75,Bank Homeowners
2025-02-28,NjUyMzg4NTY=,Auto Insurance,Bank,Auto Insurance,Bank,Bank_Credit Card_Campaign_2,Mobile,46,38,24,18,Email,174,62,Bank Credit Card
2025-04-22,ODUxODExNTQ=,Renters,P&C,Renters,P&C,P&C_Auto Insurance_Campaign_1,Offline,49,35,24,14,Paid Search,189,70,P&C Renters
2025-04-29,MjUzMzM3Mzc=,Consumer Loans,P&C,Credit Card,P&C,Bank_Credit Card_Campaign_1,Internet,40,37,27,12,Direct Mail,127,78,Bank Auto Insurance
2025-02-13,Mzk1MjY3NjU=,Credit Card,P&C,Renters,Bank,P&C_Renters_Campaign_2,Mobile,43,33,20,18,Paid Display,179,73,P&C Renters
2025-03-04,NzcxMTEwOTU=,Consumer Loans,Bank,Deposits,Bank,Bank_Consumer Loans_Campaign_1,Offline,48,35,26,13,Email,171,77,Bank Auto Insurance
2025-02-03,NjI2NjUxNTM=,Deposits,Bank,Renters,P&C,Bank_Deposits_Campaign_1,Offline,44,32,21,10,Paid Display,164,61,P&C Renters
2025-04-03,MTE4NzEwNjk=,Homeowners,P&C,Consumer Loans,P&C,P&C_Auto Insurance_Campaign_2,Internet,44,36,22,11,Paid Social,116,71,Bank Auto Insurance
2025-03-15,ODcwNTAyNzM=,Consumer Loans,P&C,Credit Card,Bank,Bank_Credit Card_Campaign_1,Mobile,48,33,23,14,Direct Mail,183,67,Bank Renters
2025-02-03,ODI3NTYzOTM=,Homeowners,Bank,Renters,P&C,P&C_Auto Insurance_Campaign_2,Offline,44,36,27,11,Email,184,63,Bank Credit Card
2025-02-14,MTQxODA4NzA=,Auto Insurance,Bank,Consumer Loans,P&C,Bank_Consumer Loans_Campaign_1,Offline,48,33,20,17,Paid Social,116,74,P&C Auto Insurance
2025-04-20,Mzk3NTQxMjE=,Credit Card,P&C,Consumer Loans,P&C,P&C_Homeowners_Campaign_2,Mobile,43,30,26,16,Paid Search,137,80,Bank Auto Insurance
2025-03-05,ODUxODExNTQ=,Deposits,Bank,Consumer Loans,P&C,P&C_Auto Insurance_Campaign_2,Offline,44,31,25,17,Paid Social,110,65,Bank Deposits
2025-02-17,ODcwNTgxODA=,Credit Card,Bank,Credit Card,Bank,P&C_Renters_Campaign_2,Offline,49,30,28,10,Paid Search,170,70,Bank Renters
2025-04-27,Mzk1MjY3NjU=,Homeowners,P&C,Renters,Bank,Bank_Consumer Loans_Campaign_1,Mobile,46,30,23,16,Paid Social,110,80,P&C Deposits
2025-02-09,MzY3ODc0OTE=,Consumer Loans,P&C,Homeowners,Bank,Bank_Deposits_Campaign_2,Internet,47,35,25,14,Paid Display,88,80,P&C Renters
2025-04-21,MTc4MjIwOTM=,Deposits,P&C,Homeowners,P&C,P&C_Auto Insurance_Campaign_2,Internet,48,37,25,16,Paid Social,179,70,P&C Auto Insurance
2025-03-14,OTYxNjg2Nzg=,Consumer Loans,P&C,Deposits,P&C,P&C_Renters_Campaign_1,Mobile,44,33,29,11,Email,120,67,Bank Consumer Loans
2025-03-07,OTU4NjgwMTM=,Homeowners,P&C,Auto Insurance,Bank,P&C_Renters_Campaign_2,Offline,45,32,23,14,Paid Search,176,72,P&C Homeowners
2025-03-30,MTc5NzMxMTY=,Credit Card,P&C,Deposits,P&C,P&C_Renters_Campaign_1,Offline,44,33,29,18,Paid Social,193,69,Bank Consumer Loans
2025-04-12,NDQwNTAzMjA=,Auto Insurance,Bank,Auto Insurance,P&C,P&C_Renters_Campaign_2,Mobile,40,37,26,16,Email,114,69,Bank Credit Card
2025-04-04,Njk3NDM0MTc=,Auto Insurance,P&C,Consumer Loans,Bank,P&C_Homeowners_Campaign_2,Mobile,45,35,23,14,Email,155,63,Bank Consumer Loans
2025-04-16,Mjc1OTMwNDk=,Homeowners,P&C,Credit Card,P&C,P&C_Homeowners_Campaign_1,Offline,48,38,26,11,Email,124,61,P&C Renters
2025-02-20,ODUzMDIwMDA=,Renters,Bank,Consumer Loans,P&C,Bank_Deposits_Campaign_2,Mobile,48,31,24,16,Paid Display,183,73,Bank Renters
2025-03-30,OTQ0Mjk1OTQ=,Renters,Bank,Consumer Loans,P&C,Bank_Credit Card_Campaign_2,Offline,47,34,27,12,Paid Search,191,65,P&C Credit Card
2025-02-08,MTAxNzM4OTg=,Renters,Bank,Auto Insurance,P&C,P&C_Homeowners_Campaign_1,Offline,43,36,26,13,Paid Display,175,73,P&C Deposits
2025-02-06,OTgwMzY3NTY=,Credit Card,P&C,Auto Insurance,P&C,Bank_Credit Card_Campaign_1,Mobile,48,38,28,18,Paid Social,159,79,Bank Credit Card
2025-03-13,ODUxODExNTQ=,Credit Card,P&C,Renters,Bank,Bank_Credit Card_Campaign_2,Internet,45,33,21,19,Paid Display,198,74,P&C Auto Insurance
2025-04-15,MzAxNzIwMDc=,Credit Card,P&C,Auto Insurance,Bank,P&C_Homeowners_Campaign_2,Mobile,48,34,27,17,Email,93,77,Bank Auto Insurance
2025-03-15,OTU4NjgwMTM=,Auto Insurance,P&C,Renters,Bank,Bank_Consumer Loans_Campaign_2,Mobile,43,31,27,17,Email,188,64,Bank Credit Card
2025-03-18,MzMyNDY5MTE=,Deposits,P&C,Homeowners,P&C,Bank_Consumer Loans_Campaign_2,Mobile,49,36,21,17,Paid Display,185,63,P&C Renters
2025-02-10,NDQ3OTM5Mjg=,Homeowners,Bank,Homeowners,Bank,Bank_Consumer Loans_Campaign_2,Offline,48,35,25,19,Email,152,67,P&C Credit Card
2025-04-27,NzMwMDU0MTM=,Deposits,P&C,Credit Card,P&C,P&C_Auto Insurance_Campaign_2,Offline,42,30,22,11,Paid Search,170,66,P&C Renters
2025-04-15,Mjc4MjkzMzI=,Auto Insurance,P&C,Renters,P&C,Bank_Deposits_Campaign_1,Offline,45,39,26,15,Paid Display,153,64,Bank Homeowners
2025-04-22,ODU5NDY2OTM=,Deposits,P&C,Homeowners,Bank,Bank_Deposits_Campaign_2,Mobile,43,34,29,12,Email,115,69,Bank Credit Card
2025-05-04,Nzk2MDI2ODE=,Renters,Bank,Auto Insurance,Bank,P&C_Auto Insurance_Campaign_1,Internet,42,33,28,11,Paid Search,183,79,P&C Renters
2025-02-20,NTk2ODA3MDg=,Renters,P&C,Deposits,Bank,Bank_Consumer Loans_Campaign_2,Internet,42,36,29,14,Email,136,75,P&C Renters
2025-02-13,NjQ3MjI1MjE=,Auto Insurance,Bank,Auto Insurance,Bank,Bank_Consumer Loans_Campaign_1,Mobile,40,39,29,12,Paid Display,104,60,P&C Auto Insurance
2025-03-19,MTE4NzEwNjk=,Credit Card,Bank,Consumer Loans,Bank,P&C_Auto Insurance_Campaign_2,Mobile,41,31,22,14,Paid Search,192,79,P&C Auto Insurance
2025-03-27,NzcxMTEwOTU=,Consumer Loans,Bank,Homeowners,P&C,Bank_Deposits_Campaign_1,Mobile,48,36,21,11,Email,129,67,Bank Deposits
2025-04-03,NzY5MzQ0MzM=,Renters,Bank,Homeowners,P&C,Bank_Credit Card_Campaign_1,Internet,48,39,28,18,Paid Search,147,71,P&C Credit Card
2025-03-10,MjczNDEwMTA=,Deposits,Bank,Homeowners,Bank,Bank_Consumer Loans_Campaign_2,Offline,46,38,21,14,Direct Mail,127,70,Bank Renters
2025-04-22,ODM5MzcyNDA=,Credit Card,P&C,Consumer Loans,Bank,Bank_Deposits_Campaign_2,Mobile,42,30,26,18,Paid Search,149,64,Bank Consumer Loans
2025-03-26,MjExMTc4NzU=,Consumer Loans,Bank,Homeowners,Bank,P&C_Renters_Campaign_1,Offline,42,31,21,12,Email,137,71,Bank Auto Insurance
2025-04-12,Mjc4MjkzMzI=,Auto Insurance,P&C,Consumer Loans,Bank,Bank_Credit Card_Campaign_2,Internet,40,35,25,11,Email,125,64,Bank Credit Card
2025-02-25,NzcyNTc1MzQ=,Deposits,P&C,Auto Insurance,P&C,Bank_Consumer Loans_Campaign_1,Mobile,48,39,24,12,Paid Social,159,65,P&C Auto Insurance
2025-03-23,NTMzMDc1MjI=,Consumer Loans,Bank,Credit Card,P&C,P&C_Homeowners_Campaign_1,Internet,41,37,26,16,Paid Social,194,73,Bank Consumer Loans
2025-04-10,Njg4MzMxNTE=,Credit Card,P&C,Auto Insurance,P&C,P&C_Renters_Campaign_1,Mobile,48,35,24,12,Paid Social,173,71,Bank Auto Insurance
2025-04-06,MTgxMjEyMzc=,Auto Insurance,P&C,Renters,P&C,Bank_Deposits_Campaign_2,Mobile,47,32,24,19,Direct Mail,122,67,Bank Renters
2025-03-01,Mjc1OTMwNDk=,Credit Card,P&C,Homeowners,Bank,Bank_Deposits_Campaign_2,Offline,47,35,24,12,Paid Display,98,61,P&C Homeowners
2025-04-10,NzEyMjY1Mjk=,Renters,P&C,Deposits,Bank,P&C_Auto Insurance_Campaign_1,Mobile,43,31,27,11,Paid Search,177,76,Bank Homeowners
2025-03-07,MjExMTc4NzU=,Consumer Loans,Bank,Deposits,P&C,P&C_Homeowners_Campaign_1,Offline,42,37,24,11,Email,176,73,Bank Credit Card
2025-04-04,MzUwMjE1MjE=,Credit Card,P&C,Renters,P&C,Bank_Consumer Loans_Campaign_1,Mobile,48,30,20,10,Paid Social,99,61,Bank Deposits
2025-04-10,NDY0MDQ5MjQ=,Credit Card,Bank,Renters,P&C,P&C_Renters_Campaign_1,Mobile,47,39,27,15,Direct Mail,178,73,Bank Deposits
2025-03-24,MTkyMTY5NzI=,Credit Card,Bank,Renters,P&C,P&C_Renters_Campaign_2,Mobile,49,30,27,10,Paid Social,161,65,Bank Deposits
2025-04-08,NTk2ODA3MDg=,Homeowners,P&C,Credit Card,P&C,Bank_Credit Card_Campaign_1,Internet,45,36,20,17,Email,145,71,Bank Credit Card
2025-03-20,NDU5NTI4MzQ=,Credit Card,Bank,Homeowners,P&C,Bank_Deposits_Campaign_1,Offline,45,34,29,12,Paid Social,114,67,Bank Renters
2025-02-22,ODUxODExNTQ=,Renters,Bank,Deposits,Bank,P&C_Renters_Campaign_1,Mobile,40,37,23,14,Paid Display,198,63,Bank Homeowners
2025-02-03,MTU5OTAyNTk=,Auto Insurance,P&C,Renters,Bank,Bank_Credit Card_Campaign_1,Offline,43,32,22,14,Email,119,62,Bank Auto Insurance
2025-02-20,ODMwNzcyMTc=,Credit Card,P&C,Consumer Loans,Bank,P&C_Homeowners_Campaign_2,Internet,44,30,26,10,Paid Search,127,73,Bank Renters
2025-03-24,NTg1MTU4NzI=,Credit Card,P&C,Auto Insurance,P&C,Bank_Deposits_Campaign_2,Internet,48,34,21,17,Paid Display,183,72,P&C Consumer Loans
2025-04-11,MTE4NzEwNjk=,Auto Insurance,Bank,Credit Card,P&C,P&C_Homeowners_Campaign_1,Mobile,41,36,25,13,Direct Mail,186,62,Bank Auto Insurance
2025-02-22,MzgwNzAzMjM=,Homeowners,Bank,Credit Card,P&C,Bank_Credit Card_Campaign_2,Offline,45,32,25,17,Paid Display,133,69,P&C Renters
2025-02-19,OTYxNjg2Nzg=,Homeowners,P&C,Deposits,Bank,P&C_Homeowners_Campaign_1,Internet,49,37,20,13,Direct Mail,98,61,Bank Deposits
2025-03-05,NTMzMDc1MjI=,Deposits,P&C,Consumer Loans,Bank,P&C_Homeowners_Campaign_1,Internet,41,39,25,17,Paid Display,166,76,Bank Auto Insurance
2025-02-04,OTYxNjg2Nzg=,Homeowners,P&C,Credit Card,P&C,Bank_Consumer Loans_Campaign_2,Mobile,42,38,29,15,Paid Display,189,73,Bank Deposits
2025-03-26,ODMwNzcyMTc=,Homeowners,P&C,Credit Card,Bank,Bank_Credit Card_Campaign_2,Mobile,40,38,27,14,Email,180,70,P&C Consumer Loans
2025-04-28,NDczNjA2ODU=,Homeowners,Bank,Credit Card,Bank,Bank_Consumer Loans_Campaign_2,Offline,46,30,22,13,Email,161,70,P&C Credit Card
2025-02-18,NzY5MzQ0MzM=,Homeowners,P&C,Auto Insurance,P&C,P&C_Homeowners_Campaign_1,Internet,41,34,23,16,Paid Social,181,62,P&C Consumer Loans
2025-03-15,NzAxNzMwNjU=,Renters,Bank,Renters,P&C,P&C_Renters_Campaign_2,Offline,44,31,26,17,Paid Display,155,72,Bank Credit Card
2025-05-03,OTk1NTQ2Mjg=,Renters,P&C,Credit Card,Bank,P&C_Homeowners_Campaign_1,Mobile,46,33,29,17,Paid Display,97,62,P&C Deposits
2025-02-03,MzQxOTk3MDY=,Auto Insurance,Bank,Deposits,P&C,P&C_Auto Insurance_Campaign_1,Mobile,44,31,25,17,Paid Display,147,61,Bank Homeowners
2025-02-04,MzAxNzIwMDc=,Consumer Loans,P&C,Consumer Loans,Bank,Bank_Credit Card_Campaign_1,Internet,40,37,22,12,Paid Display,82,80,Bank Credit Card
2025-04-09,OTgwMzY3NTY=,Deposits,Bank,Credit Card,Bank,Bank_Consumer Loans_Campaign_2,Internet,41,33,28,12,Paid Search,118,77,P&C Auto Insurance
2025-04-16,NzMwMDU0MTM=,Deposits,Bank,Consumer Loans,P&C,P&C_Renters_Campaign_1,Offline,40,32,22,11,Direct Mail,105,69,P&C Consumer Loans
2025-02-14,NzcxMTEwOTU=,Auto Insurance,P&C,Renters,Bank,P&C_Homeowners_Campaign_1,Offline,40,39,27,15,Email,162,71,P&C Deposits
2025-04-11,NjA2NTQ0MjA=,Auto Insurance,Bank,Renters,P&C,P&C_Auto Insurance_Campaign_2,Mobile,49,32,23,16,Paid Social,128,61,Bank Deposits
2025-04-21,Njg4MzMxNTE=,Homeowners,P&C,Homeowners,Bank,Bank_Deposits_Campaign_2,Offline,44,35,20,12,Paid Social,125,77,P&C Renters
2025-03-21,NDU5ODQzNDE=,Consumer Loans,P&C,Renters,Bank,P&C_Renters_Campaign_2,Offline,41,39,24,11,Paid Search,118,66,P&C Consumer Loans
2025-03-04,ODcwNTgxODA=,Consumer Loans,P&C,Renters,Bank,P&C_Homeowners_Campaign_2,Offline,43,35,28,14,Email,136,64,Bank Credit Card
2025-04-09,ODI3NTYzOTM=,Consumer Loans,P&C,Auto Insurance,Bank,Bank_Deposits_Campaign_1,Offline,43,37,21,18,Paid Social,103,66,Bank Credit Card
2025-03-19,MzMyNDY5MTE=,Consumer Loans,P&C,Credit Card,P&C,Bank_Credit Card_Campaign_1,Offline,40,34,25,18,Email,100,62,P&C Consumer Loans
2025-02-17,ODM5MzcyNDA=,Deposits,P&C,Homeowners,P&C,P&C_Renters_Campaign_2,Offline,43,39,29,18,Direct Mail,129,77,P&C Renters
2025-03-09,MTgxMjEyMzc=,Credit Card,Bank,Homeowners,P&C,Bank_Consumer Loans_Campaign_2,Mobile,45,37,24,13,Paid Display,145,64,P&C Deposits
2025-03-18,NDU5NTI4MzQ=,Homeowners,P&C,Credit Card,P&C,P&C_Renters_Campaign_1,Offline,42,33,28,18,Paid Display,180,79,P&C Renters
2025-02-12,MTE4NzEwNjk=,Consumer Loans,P&C,Auto Insurance,Bank,P&C_Renters_Campaign_2,Offline,44,33,21,17,Paid Social,89,75,Bank Homeowners
2025-05-01,NjgwMTM0MTg=,Homeowners,Bank,Homeowners,Bank,P&C_Auto Insurance_Campaign_2,Offline,40,35,21,12,Paid Display,115,75,P&C Homeowners
2025-03-17,OTUyMTE4MTg=,Auto Insurance,P&C,Homeowners,P&C,Bank_Consumer Loans_Campaign_2,Mobile,43,33,21,18,Paid Search,142,73,Bank Auto Insurance
2025-02-21,NjQ3MjI1MjE=,Homeowners,P&C,Auto Insurance,Bank,P&C_Auto Insurance_Campaign_1,Offline,46,34,26,14,Paid Search,192,60,P&C Consumer Loans
2025-03-15,MzE2NTE2MzU=,Deposits,P&C,Renters,Bank,P&C_Homeowners_Campaign_1,Mobile,44,33,29,19,Paid Search,138,79,P&C Homeowners
2025-03-25,MTgxMjEyMzc=,Renters,P&C,Credit Card,P&C,P&C_Homeowners_Campaign_1,Offline,49,34,23,19,Email,195,70,Bank Consumer Loans
2025-02-22,NzMxMzQyMjE=,Homeowners,P&C,Deposits,P&C,Bank_Credit Card_Campaign_1,Offline,41,30,29,10,Paid Search,170,61,P&C Credit Card
2025-04-27,NjA2NTQ0MjA=,Renters,P&C,Credit Card,Bank,Bank_Deposits_Campaign_1,Internet,45,32,23,12,Paid Search,159,79,P&C Renters
2025-03-25,NTk0MDc0MzU=,Credit Card,P&C,Homeowners,Bank,Bank_Consumer Loans_Campaign_2,Internet,44,31,28,12,Paid Display,112,75,Bank Homeowners
2025-04-02,MTAxNzM4OTg=,Consumer Loans,Bank,Consumer Loans,Bank,P&C_Auto Insurance_Campaign_2,Internet,44,38,24,12,Paid Search,94,67,Bank Consumer Loans
2025-02-17,NTk0MDc0MzU=,Auto Insurance,P&C,Renters,P&C,Bank_Deposits_Campaign_2,Offline,46,37,28,15,Paid Display,130,62,P&C Consumer Loans
2025-03-21,Mzk1MjY3NjU=,Renters,Bank,Homeowners,Bank,P&C_Homeowners_Campaign_1,Offline,41,33,29,11,Email,156,73,Bank Auto Insurance
2025-03-24,MTQ4MDU0NTA=,Consumer Loans,Bank,Credit Card,P&C,Bank_Consumer Loans_Campaign_2,Offline,44,34,25,10,Paid Search,91,78,Bank Renters
2025-02-19,Mjc4MjkzMzI=,Consumer Loans,P&C,Deposits,P&C,Bank_Credit Card_Campaign_1,Internet,47,33,25,11,Direct Mail,117,79,P&C Renters
2025-03-16,NDY0MDQ5MjQ=,Consumer Loans,Bank,Deposits,Bank,Bank_Consumer Loans_Campaign_2,Mobile,45,32,28,17,Email,146,80,Bank Homeowners
2025-03-25,NzIzOTY1ODU=,Auto Insurance,Bank,Consumer Loans,P&C,Bank_Consumer Loans_Campaign_2,Mobile,46,31,28,14,Paid Search,200,69,Bank Auto Insurance
2025-03-29,MTQ4MDU0NTA=,Deposits,Bank,Credit Card,Bank,Bank_Deposits_Campaign_1,Mobile,41,37,28,11,Paid Search,105,70,P&C Credit Card
2025-04-12,MzMyNDY5MTE=,Deposits,P&C,Deposits,P&C,P&C_Auto Insurance_Campaign_2,Mobile,45,39,27,12,Paid Display,173,68,Bank Homeowners
2025-04-07,Mjc1OTMwNDk=,Credit Card,Bank,Auto Insurance,Bank,P&C_Homeowners_Campaign_1,Offline,45,35,20,16,Paid Search,176,77,Bank Consumer Loans
2025-04-16,ODI3NTQyMjU=,Deposits,P&C,Consumer Loans,P&C,P&C_Renters_Campaign_1,Offline,46,32,23,19,Email,152,65,Bank Renters
2025-03-16,NzAxNzMwNjU=,Credit Card,P&C,Credit Card,Bank,Bank_Consumer Loans_Campaign_1,Mobile,47,34,24,13,Email,111,69,P&C Renters
2025-02-25,NzEyMjY1Mjk=,Renters,Bank,Deposits,P&C,Bank_Deposits_Campaign_1,Offline,42,38,25,16,Paid Display,157,62,P&C Consumer Loans
2025-02-05,NTk2ODA3MDg=,Deposits,P&C,Renters,Bank,P&C_Homeowners_Campaign_1,Internet,46,39,22,14,Paid Search,175,77,P&C Renters
2025-02-13,MTM2NzI0ODA=,Credit Card,Bank,Renters,P&C,P&C_Renters_Campaign_1,Mobile,47,37,29,10,Paid Search,143,78,Bank Auto Insurance
2025-04-16,NDU5ODQzNDE=,Consumer Loans,Bank,Deposits,P&C,Bank_Consumer Loans_Campaign_1,Mobile,41,36,29,16,Direct Mail,127,69,P&C Deposits
2025-03-18,NDQ3OTM5Mjg=,Consumer Loans,Bank,Homeowners,Bank,P&C_Renters_Campaign_2,Internet,45,34,29,16,Paid Search,101,64,P&C Homeowners
2025-02-14,MjczMDc2OTI=,Consumer Loans,Bank,Credit Card,Bank,Bank_Deposits_Campaign_2,Mobile,40,30,23,16,Paid Display,111,79,Bank Homeowners
2025-03-26,NDQ5MDI5NTU=,Renters,Bank,Deposits,P&C,Bank_Consumer Loans_Campaign_2,Mobile,47,30,22,12,Paid Display,171,62,Bank Auto Insurance
2025-02-09,MjExMTc4NzU=,Homeowners,P&C,Homeowners,Bank,Bank_Deposits_Campaign_2,Mobile,44,32,29,18,Email,153,78,P&C Credit Card
2025-04-03,NzY5MzQ0MzM=,Consumer Loans,Bank,Deposits,Bank,P&C_Homeowners_Campaign_2,Internet,40,33,21,17,Paid Display,107,73,P&C Renters
2025-03-24,ODIzMTgxNzQ=,Auto Insurance,Bank,Consumer Loans,Bank,P&C_Renters_Campaign_1,Mobile,49,34,29,18,Paid Social,160,79,Bank Homeowners
2025-04-21,NzAxNzMwNjU=,Homeowners,P&C,Auto Insurance,Bank,P&C_Auto Insurance_Campaign_2,Mobile,48,30,29,14,Paid Display,150,65,P&C Auto Insurance
2025-02-17,NjA2NTQ0MjA=,Consumer Loans,P&C,Renters,Bank,Bank_Credit Card_Campaign_1,Offline,47,37,26,12,Paid Search,189,62,P&C Renters
2025-03-18,MTIwMzc4ODM=,Auto Insurance,P&C,Homeowners,P&C,P&C_Auto Insurance_Campaign_2,Offline,47,30,29,11,Paid Display,93,75,P&C Homeowners
2025-03-02,ODg0MzM4NDM=,Renters,Bank,Deposits,Bank,Bank_Credit Card_Campaign_2,Offline,49,32,21,14,Paid Social,159,65,P&C Renters
2025-02-25,ODI3NTYzOTM=,Renters,Bank,Renters,Bank,Bank_Deposits_Campaign_1,Offline,43,38,24,16,Direct Mail,153,78,P&C Deposits
2025-02-26,MTc5NzMxMTY=,Credit Card,P&C,Credit Card,Bank,P&C_Homeowners_Campaign_1,Offline,44,39,26,19,Paid Social,125,78,P&C Consumer Loans
2025-04-12,MTQ4MDU0NTA=,Homeowners,Bank,Deposits,Bank,P&C_Auto Insurance_Campaign_1,Mobile,49,31,24,10,Paid Search,187,65,P&C Consumer Loans
2025-02-06,NDQ3OTM5Mjg=,Consumer Loans,Bank,Auto Insurance,Bank,Bank_Consumer Loans_Campaign_2,Offline,46,34,24,13,Paid Search,120,62,P&C Deposits
2025-03-26,NjI2NjUxNTM=,Auto Insurance,P&C,Consumer Loans,P&C,Bank_Credit Card_Campaign_2,Mobile,49,32,20,13,Paid Social,198,71,P&C Auto Insurance
2025-04-05,MzQ1MzI4NDU=,Consumer Loans,Bank,Credit Card,Bank,P&C_Auto Insurance_Campaign_1,Internet,40,37,27,14,Direct Mail,95,70,P&C Homeowners
2025-03-30,MjczNDEwMTA=,Deposits,P&C,Renters,Bank,P&C_Auto Insurance_Campaign_2,Mobile,40,33,26,11,Paid Search,193,68,P&C Credit Card
2025-02-19,Mzk3NTQxMjE=,Homeowners,Bank,Deposits,Bank,Bank_Consumer Loans_Campaign_1,Offline,49,34,27,16,Direct Mail,181,75,P&C Homeowners
2025-03-29,ODUxODExNTQ=,Homeowners,P&C,Credit Card,Bank,Bank_Consumer Loans_Campaign_1,Mobile,42,35,22,18,Paid Display,156,71,Bank Consumer Loans
2025-05-01,ODMwNzcyMTc=,Credit Card,Bank,Homeowners,Bank,P&C_Auto Insurance_Campaign_1,Offline,44,30,20,16,Direct Mail,143,78,P&C Credit Card
2025-03-12,Mjc4MjkzMzI=,Renters,Bank,Renters,P&C,Bank_Credit Card_Campaign_1,Mobile,40,31,27,17,Email,129,61,Bank Consumer Loans
2025-03-19,Mjc4NjY3Nzk=,Credit Card,P&C,Renters,P&C,P&C_Auto Insurance_Campaign_2,Internet,42,36,28,13,Email,188,70,P&C Deposits
2025-04-12,ODg0MzM4NDM=,Homeowners,Bank,Homeowners,Bank,P&C_Renters_Campaign_1,Offline,48,35,24,16,Paid Social,145,76,Bank Auto Insurance
2025-03-03,MTM2NzI0ODA=,Consumer Loans,Bank,Credit Card,P&C,Bank_Deposits_Campaign_2,Internet,45,33,28,15,Paid Social,108,75,Bank Consumer Loans
2025-02-17,MzQ1NTA2NDk=,Homeowners,Bank,Credit Card,Bank,Bank_Consumer Loans_Campaign_2,Mobile,42,32,21,12,Paid Social,131,66,P&C Deposits
2025-03-18,NDY0MDQ5MjQ=,Renters,Bank,Homeowners,Bank,P&C_Renters_Campaign_1,Offline,44,38,23,12,Paid Display,99,69,Bank Consumer Loans
2025-03-07,NDQ3OTM5Mjg=,Renters,P&C,Deposits,P&C,Bank_Credit Card_Campaign_1,Internet,46,39,28,13,Email,125,80,Bank Credit Card
2025-02-10,Mjc1OTMwNDk=,Consumer Loans,Bank,Homeowners,P&C,Bank_Credit Card_Campaign_2,Offline,49,38,24,19,Paid Display,196,79,P&C Consumer Loans
2025-02-03,MzQxOTk3MDY=,Deposits,P&C,Homeowners,P&C,P&C_Renters_Campaign_1,Internet,48,35,24,17,Paid Display,134,60,P&C Deposits
2025-02-23,OTg5MTIzMjM=,Auto Insurance,Bank,Consumer Loans,Bank,P&C_Homeowners_Campaign_1,Internet,42,36,29,11,Paid Search,179,65,Bank Homeowners
2025-04-03,NzEyMjY1Mjk=,Auto Insurance,P&C,Auto Insurance,P&C,P&C_Renters_Campaign_1,Offline,47,35,28,11,Direct Mail,105,61,Bank Auto Insurance
2025-02-06,NTk2ODA3MDg=,Consumer Loans,Bank,Auto Insurance,P&C,Bank_Consumer Loans_Campaign_2,Offline,46,32,21,16,Paid Social,194,62,Bank Credit Card
2025-02-05,MTgxMjEyMzc=,Auto Insurance,P&C,Credit Card,P&C,P&C_Auto Insurance_Campaign_2,Offline,42,34,28,11,Paid Social,115,69,P&C Deposits
2025-04-09,MzY5MTMxMzM=,Auto Insurance,P&C,Deposits,P&C,P&C_Homeowners_Campaign_2,Offline,44,37,26,12,Email,146,61,P&C Renters
2025-04-15,NzEyMjY1Mjk=,Deposits,Bank,Renters,Bank,Bank_Deposits_Campaign_2,Offline,47,39,23,10,Email,121,68,P&C Deposits
2025-03-29,ODI3NTYzOTM=,Consumer Loans,Bank,Auto Insurance,Bank,Bank_Deposits_Campaign_2,Mobile,49,31,28,19,Paid Social,177,80,P&C Consumer Loans
2025-02-15,MjQ1NDg3ODk=,Auto Insurance,P&C,Consumer Loans,P&C,P&C_Renters_Campaign_2,Internet,43,39,27,14,Email,151,63,Bank Auto Insurance
2025-04-11,MzE2NTE2MzU=,Deposits,P&C,Consumer Loans,Bank,P&C_Homeowners_Campaign_2,Mobile,42,35,22,18,Paid Search,141,80,P&C Credit Card
